# sourceSeal=16c2a7e window=10 draws=20 — S242/GEN-04.
# `before` counts duplicates inside the window with NO queue (what the runtime did until this packet);
# `after` counts them through drawFreshVariant. `exhausted` = pool at or below the window, which is
# GRB-04's finding and not something a queue can repair. Any `leaking` row is a mechanism bug.
generator,form,widgetType,verdict,draws,distinctWidgets,windowDuplicatesBefore,windowDuplicatesAfter,exhaustedDraws,redraws
g10-triangle-congruence,tc-incenter__mcq,mcq,clean,20,18,2,0,0,1
g12-conic-sections,conic-sections__co-reflector__mcq,mcq,clean,20,18,1,0,0,1
g12-limits-continuity,limits-continuity__lc-discontinuity__mcq,mcq,clean,20,18,2,0,0,2
g12-limits-continuity,limits-continuity__lc-dne__mcq,mcq,clean,20,18,2,0,0,2
g12-limits-continuity,limits-continuity__lc-infinity__numeric,exactNumberLab,clean,20,18,1,0,0,1
g12-limits-continuity,limits-continuity__lc-ivt__numeric,exactNumberLab,clean,20,18,2,0,0,4
g12-limits-continuity,limits-continuity__lc-read-limit__numeric,numeric,clean,20,18,2,0,0,3
g12-polar-parametric,polar-parametric__pp-de-moivre__numeric,numeric,clean,20,18,2,0,0,2
g12-polar-parametric,polar-parametric__pp-nth-roots__mcq,mcq,clean,20,18,2,0,0,2
g12-polar-parametric,polar-parametric__pp-parabolic-path__numeric,numeric,clean,20,18,1,0,0,1
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-conjugate__mcq,mcq,clean,20,18,2,0,0,2
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-fta-count__numeric,exactNumberLab,clean,20,18,2,0,0,2
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rrt-test__mcq,mcq,clean,20,18,1,0,0,3
g12-trig-graphs-inverses,trig-graphs-inverses__tg-cos-graph__mcq,mcq,clean,20,18,2,0,0,2
g12-trig-graphs-inverses,trig-graphs-inverses__tg-cos-sin__mcq,mcq,clean,20,18,2,0,0,2
g12-trig-graphs-inverses,trig-graphs-inverses__tg-five-points__mcq,mcq,clean,20,18,2,0,0,2
g12-trig-graphs-inverses,trig-graphs-inverses__tg-five-points__numeric,numeric,clean,20,18,2,0,0,1
g12-trig-graphs-inverses,trig-graphs-inverses__tg-four-dials__mcq,mcq,clean,20,18,1,0,0,1
g12-trig-identities-equations,trig-identities-equations__ti-general__mcq,mcq,clean,20,18,1,0,0,1
g12-trig-identities-equations,trig-identities-equations__ti-prove__numeric,numeric,clean,20,18,1,0,0,1
g12-trig-identities-equations,trig-identities-equations__ti-quad-trig__numeric,numeric,clean,20,18,1,0,0,1
g12-trig-identities-equations,trig-identities-equations__ti-sum-diff__numeric,numeric,clean,20,18,2,0,0,2
g12-trig-identities-equations,trig-identities-equations__ti-tan-ladder__mcq,mcq,clean,20,18,0,0,0,0
g12-trig-identities-equations,trig-identities-equations__ti-tan-ladder__numeric,numeric,clean,20,18,2,0,0,4
g12-vectors-matrices,vectors-matrices__vec-add__mcq,mcq,clean,20,18,1,0,0,1
g12-vectors-matrices,vectors-matrices__vec-components__mcq,mcq,clean,20,18,2,0,0,2
g12-vectors-matrices,vectors-matrices__vec-determinant__mcq,mcq,clean,20,18,2,0,0,2
g12-vectors-matrices,vectors-matrices__vec-direction__mcq,mcq,clean,20,18,2,0,0,6
g12-vectors-matrices,vectors-matrices__vec-displacement__mcq,mcq,clean,20,18,1,0,0,1
g12-vectors-matrices,vectors-matrices__vec-dot__mcq,mcq,clean,20,18,0,0,0,0
g12-vectors-matrices,vectors-matrices__vec-matrix-arith__numeric,exactNumberLab,clean,20,18,2,0,0,2
g12-vectors-matrices,vectors-matrices__vec-solve-systems__numeric,exactNumberLab,clean,20,18,1,0,0,1
g12-vectors-matrices,vectors-matrices__vec-work__numeric,exactNumberLab,clean,20,18,1,0,0,1
g13-derivatives-in-context,derivatives-in-context__dc-linearisation__numeric,numeric,clean,20,18,1,0,0,2
g13-derivatives-in-context,derivatives-in-context__dc-other-forms__dragOrder,dragOrder,clean,20,18,2,0,0,3
g13-derivatives-in-context,derivatives-in-context__dc-other-forms__numeric,numeric,clean,20,18,1,0,0,2
g13-integration-accumulation,integration-accumulation__in-constant-of-integration__numeric,exactNumberLab,clean,20,18,1,0,0,1
g13-integration-accumulation,integration-accumulation__in-usub-limits__mcq,mcq,clean,20,18,1,0,0,1
g13-integration-applications,integration-applications__ia-average-value__numeric,numeric,clean,20,18,2,0,0,3
g13-parametric-polar-calculus,parametric-polar-calculus__pc-arc-length__mcq,mcq,clean,20,18,1,0,0,1
g13-parametric-polar-calculus,parametric-polar-calculus__pc-vector-motion__numeric,numeric,clean,20,18,2,0,0,2
g13-series-convergence,series-convergence__sc-alternating__numeric,numeric,clean,20,18,2,0,0,3
g10-conditional-probability,conditional-probability__cpr-at-least-one__numeric,numeric,clean,20,18,1,0,0,1
g6-data-literacy,ddDataRepeatedValues,mcq,clean,20,19,0,0,0,0
g6-center-spread,ddMedianEven,numeric,clean,20,19,0,0,0,0
g6-center-spread,ddIqrOddSeven,numeric,clean,20,19,1,0,0,2
g6-center-spread,ddCompareRange,numeric,clean,20,19,1,0,0,1
g6-center-spread,ddIncompleteReport,mcq,clean,20,19,1,0,0,1
g6-center-spread,ddSummaryMean,numeric,clean,20,19,1,0,0,1
g6-center-spread,ddCapMean,numeric,clean,20,19,0,0,0,0
prob-fraction,relFreq,fractionEntry,clean,20,19,0,0,0,0
match-sum,nearDoubles,matchPairs,clean,20,19,1,0,0,1
compare-numerals,greater,tapDiagram,clean,20,19,0,0,0,0
compare-groups,pairUp,tapDiagram,clean,20,19,0,0,0,0
fn-inverse-rule,undoPipeline,numeric,clean,20,19,1,0,0,1
cn-multiply,realPart,numeric,clean,20,19,1,0,0,1
cn-disc-repeat,forceCMcq,mcq,clean,20,19,1,0,0,2
mixed-convert,toImproper,mixedRegroup,clean,20,19,1,0,0,1
frac-unlike-addsub,addNumerator,numeric,clean,20,19,1,0,0,1
frac-unlike-addsub,subNumerator,numeric,clean,20,19,1,0,0,1
frac-multiply,areaGrid,fractionGrid,clean,20,19,1,0,0,1
frac-multiply,denominatorOnly,numeric,clean,20,19,0,0,0,0
quad-shape-area,fromTriangles,numeric,clean,20,19,1,0,0,1
pq-trapezoid,otherBase,numeric,clean,20,19,1,0,0,1
pq-kite,solveDiagonal,numeric,clean,20,19,1,0,0,1
coord-distance,solveK,numeric,clean,20,19,1,0,0,1
coord-midpoint,findEndpoint,numeric,clean,20,19,0,0,0,0
measure-word,sliceOff,numeric,clean,20,19,1,0,0,1
measure-word,unitMix,numeric,clean,20,19,0,0,0,0
graph-read,combineTwo,numeric,clean,20,19,1,0,0,1
graph-read,groupCompare,numeric,clean,20,19,1,0,0,1
partial-products,shown,numeric,clean,20,19,1,0,0,1
partial-products,split,numeric,clean,20,19,1,0,0,1
partial-products,carryScaffold,numeric,clean,20,19,1,0,0,1
partial-products,carryColumn,columnCalc,clean,20,19,0,0,0,0
partial-products,carryBare,numeric,clean,20,19,1,0,0,1
two-row-multiply,addRows,numeric,clean,20,19,1,0,0,1
two-row-multiply,scaffoldTotal,numeric,clean,20,19,1,0,0,1
two-row-multiply,bareTwoRow,numeric,clean,20,19,1,0,0,1
long-div-2digit,digitsRead,numeric,clean,20,19,1,0,0,1
long-div-2digit,fullDivide,quotientReasoningLab,clean,20,19,1,0,0,2
negative-intro,colderNegatives,rationalCompare,clean,20,19,0,0,0,0
negative-intro,absoluteDifference,numeric,clean,20,19,1,0,0,1
negative-intro,compareNegativeMixed,rationalCompare,clean,20,19,1,0,0,2
remainder-word,leftOver,quotientReasoningLab,clean,20,19,1,0,0,1
grouping-first,divAddNumeric,numeric,clean,20,19,1,0,0,1
grouping-first,wordSubtractMultiply,numeric,clean,20,19,0,0,0,0
estimate-round,tensAns,numeric,clean,20,19,1,0,0,1
estimate-round,compatible,numeric,clean,20,19,1,0,0,1
decimal-align-addsub,trailLeft,numeric,clean,20,19,1,0,0,1
poly-mul-mono,mulConst,numeric,clean,20,19,1,0,0,1
power-product,powerMeaning,mcq,clean,20,19,0,0,0,0
lcm-pair,relativelyPrime,mcq,clean,20,19,1,0,0,1
variable-meaning,lessThanPhrase,mcq,clean,20,19,0,0,0,0
variable-meaning,twicePlusPhrase,mcq,clean,20,19,1,0,0,1
linear-predict,negSlope,numeric,clean,20,19,1,0,0,1
deriv-quotient,abstractQuot,numeric,clean,20,19,1,0,0,1
limit-laws,rationalSub,numeric,clean,20,19,1,0,0,1
avg-rate-change,linear,numeric,clean,20,19,1,0,0,1
circle-sector,sectorArea,numeric,clean,20,19,1,0,0,1
subtract-within-100,ones,numeric,clean,20,19,1,0,0,1
metric-convert,customaryMcq,mcq,clean,20,19,1,0,0,1
rect-measure,area,numeric,clean,20,19,1,0,0,1
place-compare,decimalTie,placeValueTransformLab,clean,20,19,0,0,0,0
eq-two-step,secondForm,numeric,clean,20,19,1,0,0,1
pct-of-number,rrPercentFraction,mcq,clean,20,19,1,0,0,2
pct-of-number,rrPercentContext,proportionalReasoningLab,clean,20,19,0,0,0,0
dr-chain-rule,default,numeric,clean,20,19,1,0,0,1
sys-two-linear,default,numeric,clean,20,19,1,0,0,1
unit-frac-divide,mixedDivide,numeric,clean,20,19,0,0,0,0
unit-frac-divide,mixedScoops,numeric,clean,20,19,1,0,0,1
decimal-representation,expandedDecimal,numeric,clean,20,19,0,0,0,0
decimal-representation,leadingZeroCompare,mcq,clean,20,19,1,0,0,1
hyperbola-anatomy,vertices,mcq,clean,20,19,1,0,0,1
circle-complete,radius,numeric,clean,20,19,1,0,0,1
coordinate-plot,asvAxisDistance,numeric,clean,20,19,1,0,0,1
proportional-plot,cgPairPointAtX,mcq,clean,20,19,1,0,0,1
reflect-compose,matMul,numeric,clean,20,19,1,0,0,1
opt-box,uselessRoot,mcq,clean,20,19,0,0,0,0
choose-rule,expandProduct,numeric,clean,20,19,1,0,0,1
choose-rule,cancelFirst,numeric,clean,20,19,1,0,0,1
choose-rule,cubicProduct,numeric,clean,20,19,0,0,0,0
inscribed-angle,arcFromAngle,numeric,clean,20,19,1,0,0,1
share-division,keepThenShare,numeric,clean,20,19,1,0,0,1
group-division,sellThenPack,numeric,clean,20,19,1,0,0,1
triangle-area-calc,heightMeaning,mcq,clean,20,19,1,0,0,1
area-formula-pick,trapezoid,numeric,clean,20,19,1,0,0,1
conditional-prob,whyShrink,mcq,clean,20,19,1,0,0,1
conditional-prob,suitRank,mcq,clean,20,19,1,0,0,2
count-prob,ratioMismatch,mcq,clean,20,19,1,0,0,1
independence-test,predictVsActual,numeric,clean,20,19,0,0,0,0
independence-test,factory,numeric,clean,20,19,1,0,0,1
combination-count,orderBucket,dragBucket,clean,20,19,0,0,0,0
piecewise-eval,whyDisjoint,mcq,clean,20,19,1,0,0,1
piecewise-eval,solveBranch,numeric,clean,20,19,1,0,0,1
composite-tri,notchCut,numeric,clean,20,19,1,0,0,1
even-odd-classify,evenPolynomial,mcq,clean,20,19,1,0,0,1
step-function,jumpDescribe,mcq,clean,20,19,1,0,0,1
subtract-like-denom,wordSimplify,numeric,clean,20,19,1,0,0,1
box-surface-area,roomPaint,numeric,clean,20,19,1,0,0,1
association-type,sortPairs,dragBucket,clean,20,19,1,0,0,1
domain-restrict,allReals,mcq,clean,20,19,1,0,0,2
stretch-scale,whichWider,mcq,clean,20,19,1,0,0,1
box-volume,stackedCubes,numeric,clean,20,19,0,0,0,0
line-of-fit,slopeAssociation,affineRelationshipLab,clean,20,19,1,0,0,1
identity-zero,riddleOne,numeric,clean,20,19,0,0,0,0
unknown-letter,solveFor,numeric,clean,20,19,0,0,0,0
unknown-letter,howToCheck,mcq,clean,20,19,0,0,0,0
parity,oddFactors,mcq,clean,20,19,1,0,0,1
reasonableness,exactAfterSale,numeric,clean,20,19,0,0,0,0
nl-fraction,whereLands,mcq,clean,20,19,1,0,0,1
nl-beyond-one,whereWhole,mcq,clean,20,19,1,0,0,1
whole-as-fraction,whyOne,mcq,clean,20,19,1,0,0,1
compare-same-num,pizzaSlices,fractionCompare,clean,20,19,1,0,0,1
read-clock,readHands,mcq,clean,20,19,1,0,0,1
non-examples,threeRightAngles,mcq,clean,20,19,0,0,0,0
partition-shapes,unitFractionSize,mcq,clean,20,19,1,0,0,1
parts-as-fractions,allPartsShaded,mcq,clean,20,19,1,0,0,1
place-value,changeBlocks,numeric,clean,20,19,1,0,0,1
expanded-form,snapExpanded,numeric,clean,20,19,1,0,0,1
expanded-form,swapTensOnes,numeric,clean,20,19,1,0,0,2
mult-tens,ticketChange,numeric,clean,20,19,1,0,0,1
bar-graph,scalePurpose,mcq,clean,20,19,0,0,0,0
line-plot,quarterNumerator,numeric,clean,20,19,0,0,0,0
line-plot,ddShapeSymmetric,mcq,clean,20,19,1,0,0,1
line-plot,ddShapeOutlier,mcq,clean,20,19,0,0,0,0
area-distributive,splitProduct,numeric,clean,20,19,1,0,0,1
mass,whichHeavier,mcq,clean,20,19,1,0,0,1
mult-meaning,equalGroupsStory,numeric,clean,20,19,1,0,0,2
distributive,factorGcf,numeric,clean,20,19,1,0,0,1
distributive,factorEvaluate,numeric,clean,20,19,0,0,0,0
op-choice,soldFromGroups,numeric,clean,20,19,1,0,0,1
unknown-position,totalUnknown,mcq,clean,20,19,1,0,0,1
g7-scale-to-actual,scaleDirection,mcq,clean,20,19,1,0,0,1
g7-scale-to-actual,drawCombined,numeric,clean,20,19,1,0,0,1
g7-circle-parts,matchCircleParts,matchPairs,clean,20,19,1,0,0,1
g7-cross-sections,prismParallel,mcq,clean,20,19,1,0,0,1
pr-unit-rate-g7,rrDivisionChoice,mcq,clean,20,19,1,0,0,1
pr-unit-rate-g7,rrHoursFromEarnings,proportionalReasoningLab,clean,20,19,1,0,0,1
pr-constant-k-g7,rrSimplifyBuild,buildExpression,clean,20,19,0,0,0,0
pr-constant-k-g7,rrTableMissingFirst,numeric,clean,20,19,1,0,0,1
pr-constant-k-g7,rrDoubleLineSmall,numeric,clean,20,19,1,0,0,2
pr-constant-k-g7,rrShrinkTest,mcq,clean,20,19,1,0,0,1
pr-add-percent-g7,percentTip,numeric,clean,20,19,1,0,0,1
g7-signed-addition,sameNeg,numeric,clean,20,19,1,0,0,1
g7-signed-addition,sameLarge,numeric,clean,20,19,1,0,0,1
g7-signed-addition,mixedSameNeg,numeric,clean,20,19,1,0,0,1
g7-signed-multiply-divide,divSame,numeric,clean,20,19,1,0,0,2
g7-signed-multiply-divide,mixedDivSame,numeric,clean,20,19,1,0,0,1
g7-tse-expression-build,tseMixedPlus,buildExpression,clean,20,19,1,0,0,1
g7-tse-expression-build,tseMixedSameNeg,buildExpression,clean,20,19,1,0,0,2
g7-tse-expression-build,tseMixedChallenge,buildExpression,clean,20,19,1,0,0,1
g7-tse-context-equation,tseDive,numeric,clean,20,19,0,0,0,0
g7-tse-inequality-build,tseIneqPosB,buildExpression,clean,20,19,1,0,0,1
g7-tse-inequality-build,tseIneqPosC,buildExpression,clean,20,19,1,0,0,1
g7-tse-inequality-build,tseIneqNegB,buildExpression,clean,20,19,1,0,0,1
g7-tse-inequality-build,noLargest,exactNumberLab,clean,20,19,1,0,0,1
g7-tse-inequality-build,graphDescription,mcq,clean,20,19,1,0,0,1
g7-sp-sample-estimate,spEstimateDistrict,numeric,clean,20,19,1,0,0,1
g7-sp-sample-estimate,spEstimateStore,numeric,clean,20,19,1,0,0,1
g7-sp-sample-estimate,spEstimateCompany,numeric,clean,20,19,1,0,0,1
g7-sp-sampling-bias,spBiasSchool,mcq,clean,20,19,1,0,0,1
g7-sp-compound-model,spCompoundBasic,compoundEventLab,clean,20,19,1,0,0,1
g8-esn-root-context,esnRootEquation,mcq,clean,20,19,0,0,0,0
g8-esn-context-compute,esnContextSubtract,buildExpression,clean,20,19,1,0,0,2
g8-rns-decimal-classify,rnsDecimalTerminate,quotientReasoningLab,clean,20,19,1,0,0,1
g8-rns-decimal-classify,rnsBlockRepeat,quotientReasoningLab,clean,20,19,1,0,0,1
g8-rns-decimal-classify,rnsPredictRepeatA,mcq,clean,20,19,0,0,0,0
g8-rns-decimal-classify,rnsSimplifyPredict,mcq,clean,20,19,0,0,0,0
g8-rns-density,rnsDensityTenths,exactNumberLab,clean,20,19,0,0,0,0
g8-rns-density,rnsDensityHundredths,exactNumberLab,clean,20,19,1,0,0,1
g8-rns-density,rnsDensityChallenge,exactNumberLab,clean,20,19,1,0,0,1
g8-rns-compare-estimate,rnsCompareRootDecimal,mcq,clean,20,19,0,0,0,0
g8-tm-congruence,tmCongruenceEnlarge,mcq,clean,20,19,1,0,0,1
g8-tm-congruence,tmCongruenceSSS,mcq,clean,20,19,1,0,0,2
g8-tm-dilation-similarity,tmDilationCongruent,mcq,clean,20,19,0,0,0,0
g8-bv-scatter-basics,bvScatterPurpose,mcq,clean,20,19,1,0,0,1
g8-bv-scatter-basics,bvScatterPlot,plotPoint,clean,20,19,1,0,0,1
g8-bv-judge-fit,bvJudgeTight,mcq,clean,20,19,1,0,0,1
g8-bv-relative-frequency,bvRelAllA,conditionalTableLab,clean,20,19,0,0,0,0
g8-bv-relative-frequency,bvRelDivide,conditionalTableLab,clean,20,19,1,0,0,1
g8-tm-cylinder-volume,tmCylinderA,numeric,clean,20,19,1,0,0,1
g8-tm-cone-volume,tmConeA,numeric,clean,20,19,1,0,0,1
g8-les-isolate-variable,lesIsolateA,numeric,clean,20,19,1,0,0,1
g8-les-solution-count,lesClassifySame,mcq,clean,20,19,1,0,0,1
g8-les-system-count,lesCountSame,mcq,clean,20,19,1,0,0,1
g8-fn-function-definition,fgFunctionBirthday,mcq,clean,20,19,1,0,0,1
g8-fn-rate-of-change,fgRateWide,numeric,clean,20,19,1,0,0,1
g8-fn-initial-value,fgInitialTable,numeric,clean,20,19,1,0,0,2
g8-fn-initial-value,fgInitialEquationTwoPoints,mcq,clean,20,19,1,0,0,1
g8-fn-qualitative-graphs,fgQualFlattening,graphStoryLab,clean,20,19,1,0,0,1
g8-fn-qualitative-graphs,fgQualStopped,graphStoryLab,clean,20,19,1,0,0,1
g8-fn-graph-stories,fgStorySteadyStop,graphStoryLab,clean,20,19,1,0,0,2
k0-add-subtract,KoaJoinNumeric,numeric,clean,20,19,0,0,0,0
k0-add-subtract,KoaAddToStoryNumeric,numeric,clean,20,19,0,0,0,0
k0-add-subtract,KoaTakeFromStoryNumeric,numeric,clean,20,19,0,0,0,0
g0-counting,countCompareEqualMcq,mcq,clean,20,19,1,0,0,1
g0-counting,countTensMcq,mcq,clean,20,19,1,0,0,1
g0-counting,countObjectsMcq,mcq,clean,20,19,1,0,0,1
g0-counting,countBetweenMcq,mcq,clean,20,19,1,0,0,1
g0-shapes-sorting,shapeComposeMcq,mcq,clean,20,19,1,0,0,1
g0-shapes-sorting,shapePositionMcq,mcq,clean,20,19,0,0,0,0
g0-shapes-sorting,shapeAnyWayMcq,mcq,clean,20,19,1,0,0,1
g0-shapes-sorting,shapeAnyWayTap,tapDiagram,clean,20,19,0,0,0,0
g0-shapes-sorting,shapeSortMcq,mcq,clean,20,19,1,0,0,1
k0-count-100,kChartMissingMcq,mcq,clean,20,19,1,0,0,1
k0-count-100,kCountFromHop,numberLineHop,clean,20,19,1,0,0,1
g1-data,GdQuestionMcq,mcq,clean,20,19,0,0,0,0
g1-counting-120,ChartPatternNumeric,numeric,clean,20,19,1,0,0,1
g1-counting-120,CountPileNumeric,numeric,clean,20,19,0,0,0,0
g1-counting-120,CountSequenceNumeric,numeric,clean,20,19,1,0,0,1
g1-counting-120,CountSequenceMcq,mcq,clean,20,19,0,0,0,0
g1-counting-120,MixJumpsNumeric,numeric,clean,20,19,1,0,0,1
g1-counting-120,TeensMcq,mcq,clean,20,19,0,0,0,0
g1-counting-120,TenMoreLessMcq,mcq,clean,20,19,1,0,0,1
g1-shapes-measure,Smg12D3DMcq,mcq,clean,20,19,0,0,0,0
g1-tens-ones,TnoDigitValueNumeric,numeric,clean,20,19,1,0,0,1
g1-tens-ones,TnoTenMoreLessNumeric,numeric,clean,20,19,0,0,0,0
g1-tens-ones,TnoTensOnesNumeric,numeric,clean,20,19,1,0,0,1
g2-add-subtract-100,Add2DigitNumeric,numeric,clean,20,19,0,0,0,0
g2-add-subtract-100,AddTensMcq,mcq,clean,20,19,1,0,0,1
g2-add-subtract-100,ChooseStepsNumeric,numeric,clean,20,19,1,0,0,1
g2-add-subtract-100,DoublesMcq,mcq,clean,20,19,1,0,0,1
g2-add-subtract-100,Fluency20Mcq,mcq,clean,20,19,1,0,0,1
g2-add-subtract-100,NearDoublesMcq,mcq,clean,20,19,1,0,0,1
g2-measure-money-time,MmtEstimateMcq,mcq,clean,20,19,1,0,0,1
g2-measure-money-time,MmtLengthDifferenceNumeric,numeric,clean,20,19,0,0,0,0
g2-place-value-1000,Pv1000DigitWorthNumeric,numeric,clean,20,19,1,0,0,1
g2-place-value-1000,Pv1000OrderMixedNumeric,numeric,clean,20,19,1,0,0,1
g2-place-value-1000,Pv1000SkipFivesNumeric,numeric,clean,20,19,1,0,0,1
g2-shapes-shares,Ssg2NameAnyMcq,mcq,clean,20,19,1,0,0,1
g2-shapes-shares,Ssg2NameAnyTapDiagram,tapDiagram,clean,20,19,1,0,0,1
g2-shapes-shares,Ssg2NameThirdMcq,mcq,clean,20,19,0,0,0,0
g3-mult-fluency,MultRecallSpeedNumeric,numeric,clean,20,19,1,0,0,1
g3-mult-fluency,MultMissingFactorNumeric,numeric,clean,20,19,1,0,0,1
g3-mult-fluency,MultFactFamilyNumeric,numeric,clean,20,19,1,0,0,1
g3-mult-fluency,MultWholeTableNumeric,numeric,clean,20,19,1,0,0,1
g3-div-fluency,DivMissingNumeric,numeric,clean,20,19,1,0,0,1
g4-fractions,faEquivalenceRecapMcq,mcq,clean,20,19,1,0,0,1
g4-fractions,faMixedToImproperNumeric,numeric,clean,20,19,1,0,0,1
g4-decimals,dAddTenthHundredthNumeric,numeric,clean,20,19,1,0,0,2
g4-lines-angles,laReadingFiguresMcq,mcq,clean,20,19,1,0,0,1
g4-measure,mcBenchmarkAnglesMcq,mcq,clean,20,19,1,0,0,1
g4-multiply,mbTimesAsManyMcq,mcq,clean,20,19,1,0,0,1
g4-multiply,mbTimesAsManyNumeric,numeric,clean,20,19,1,0,0,1
g4-multiply,mbAdditiveVsMultiplicativeNumeric,numeric,clean,20,19,1,0,0,1
g4-multiply,mbPrimeCompositeMcq,mcq,clean,20,19,1,0,0,2
g4-multiply,mbMultiplyTensNumeric,numeric,clean,20,19,0,0,0,0
g4-multiply,mbAreaModel1DigitNumeric,numeric,clean,20,19,1,0,0,1
a1-exponential,exp-match-base__mcq,mcq,clean,20,19,1,0,0,1
a1-exponential,exp-percent__numeric,exactNumberLab,clean,20,19,1,0,0,1
a1-linear-functions,intercepts__buildExpression,buildExpression,clean,20,19,0,0,0,0
a1-linear-functions,parallel-perpendicular__mcq,mcq,clean,20,19,0,0,0,0
a1-linear-functions,slope-formula__mcq,mcq,clean,20,19,1,0,0,1
a1-linear-functions,standard-form__numeric,exactNumberLab,clean,20,19,0,0,0,0
a1-quadratics,quad-standard-axis__numeric,numeric,clean,20,19,1,0,0,1
a1-quadratics,quad-vertex-form__numeric,numeric,clean,20,19,1,0,0,1
a1-radicals,rad-like-terms__numeric,exactNumberLab,clean,20,19,0,0,0,0
a1-solving-equations,distribute-solve__mcq,mcq,clean,20,19,1,0,0,1
a1-solving-equations,distribute-solve__numeric,numeric,clean,20,19,1,0,0,1
a1-solving-equations,fraction-eq__numeric,numeric,clean,20,19,1,0,0,1
a1-solving-equations,lcd-clear__mcq,mcq,clean,20,19,1,0,0,1
a1-solving-equations,lcd-clear__numeric,numeric,clean,20,19,0,0,0,0
a1-solving-equations,literal-eq__numeric,numeric,clean,20,19,1,0,0,1
a1-solving-equations,solve-inequality__numeric,numeric,clean,20,19,1,0,0,1
a1-systems,word-choose-interpret__mcq,mcq,clean,20,19,1,0,0,1
a1-systems,word-choose-interpret__numeric,exactNumberLab,clean,20,19,1,0,0,1
a2-transformations,ft-compose-rule__mcq,mcq,clean,20,19,0,0,0,0
a2-transformations,ft-inverse-graph__pointEntry,pointEntry,clean,20,19,1,0,0,1
a2-logarithms,lg-cob__mcq,mcq,clean,20,19,1,0,0,1
a2-logarithms,lg-expand-condense__mcq,mcq,clean,20,19,0,0,0,0
a2-polynomials,pf-build__numeric,exactNumberLab,clean,20,19,1,0,0,1
a2-polynomials,pf-cubes__mcq,mcq,clean,20,19,1,0,0,1
a2-polynomials,pf-multiplicity__mcq,mcq,clean,20,19,0,0,0,0
a2-polynomials,pf-sketch__mcq,mcq,clean,20,19,1,0,0,1
a2-radicals,re-domains__numeric,exactNumberLab,clean,20,19,0,0,0,0
a2-rationals,rf-like-denoms__buildExpression,buildExpression,clean,20,19,1,0,0,2
a2-rationals,rf-mixed__mcq,mcq,clean,20,19,1,0,0,1
a2-rationals,rf-variation__numeric,exactNumberLab,clean,20,19,1,0,0,1
a2-rationals,rf-work__mcq,mcq,clean,20,19,1,0,0,1
a2-series,sr-sigma-write__mcq,mcq,clean,20,19,1,0,0,1
a2-statistics,si-pvalue-idea__numeric,numeric,clean,20,19,1,0,0,2
a2-trig,tf-ratios__dragBucket,dragBucket,clean,20,19,1,0,0,2
a2-trig,tf-transform-period__mcq,mcq,clean,20,19,0,0,0,0
g10-circle-theorems,cr-power-point__numeric,exactNumberLab,clean,20,19,1,0,0,1
g10-circle-theorems,cr-tangent-chord__mcq,mcq,clean,20,19,1,0,0,1
g10-circle-theorems,cr-two-tangent__numeric,numeric,clean,20,19,1,0,0,1
g10-constructions-proof,cp-converses__mcq,mcq,clean,20,19,1,0,0,1
g10-constructions-proof,cp-tool-rules__mcq,mcq,clean,20,19,0,0,0,0
g10-coordinate-proofs,cx-circle-position__numeric,numeric,clean,20,19,1,0,0,2
g10-coordinate-proofs,cx-general-proof__mcq,mcq,clean,20,19,1,0,0,1
g10-coordinate-proofs,cx-general-proof__numeric,numeric,clean,20,19,1,0,0,2
g10-coordinate-proofs,cx-shoelace__numeric,numeric,clean,20,19,1,0,0,1
g10-geometry-foundations,gf-line-symmetry__mcq,mcq,clean,20,19,1,0,0,1
g10-geometry-foundations,gf-reflection-rule__numeric,numeric,clean,20,19,1,0,0,1
g10-geometry-foundations,gf-rotational-symmetry__mcq,mcq,clean,20,19,1,0,0,1
g10-geometry-foundations,gf-translation-rule__mcq,mcq,clean,20,19,0,0,0,0
g10-geometry-foundations,gf-translation-rule__numeric,numeric,clean,20,19,1,0,0,1
g10-polygons-quadrilaterals,pq-capstone__numeric,numeric,clean,20,19,1,0,0,1
g10-right-triangles,rt-elev-depress__numeric,numeric,clean,20,19,0,0,0,0
g10-right-triangles,rt-height-apps__mcq,mcq,clean,20,19,1,0,0,1
g10-right-triangles,rt-inverse-trig__numeric,numeric,clean,20,19,1,0,0,1
g10-right-triangles,rt-law-cosines__mcq,mcq,clean,20,19,0,0,0,0
g10-right-triangles,rt-law-cosines__numeric,numeric,clean,20,19,1,0,0,1
g10-right-triangles,rt-ratio-identities__numeric,numeric,clean,20,19,1,0,0,1
g10-right-triangles,rt-solve-side__numeric,numeric,clean,20,19,0,0,0,0
g10-similarity,sy-criterion-choice__mcq,mcq,clean,20,19,0,0,0,0
g10-similarity,sy-sas-similar__mcq,mcq,clean,20,19,0,0,0,0
g10-similarity,sy-side-splitter__mcq,mcq,clean,20,19,1,0,0,1
g10-solid-geometry,sg-cavalieri__numeric,exactNumberLab,clean,20,19,1,0,0,1
g10-solid-geometry,sg-composite-surface__numeric,exactNumberLab,clean,20,19,1,0,0,2
g10-solid-geometry,sg-density__mcq,mcq,clean,20,19,1,0,0,1
g10-solid-geometry,sg-revolution__mcq,mcq,clean,20,19,0,0,0,0
