# sourceSeal=16c2a7e window=10 draws=20 — S242/GEN-04.
# `before` counts duplicates inside the window with NO queue (what the runtime did until this packet);
# `after` counts them through drawFreshVariant. `exhausted` = pool at or below the window, which is
# GRB-04's finding and not something a queue can repair. Any `leaking` row is a mechanism bug.
generator,form,widgetType,verdict,draws,distinctWidgets,windowDuplicatesBefore,windowDuplicatesAfter,exhaustedDraws,redraws
mental-add,bonusThenLoss,numeric,clean,20,20,0,0,0,0
regroup-add,default,mcq,clean,20,20,0,0,0,0
regroup-sub,columnBorrow,columnCalc,clean,20,20,0,0,0,0
regroup-sub,threeDigitSubtract,numeric,clean,20,20,0,0,0,0
regroup-sub,chairsReturn,numeric,clean,20,20,0,0,0,0
estimate-check,guardSum,numeric,clean,20,20,0,0,0,0
estimate-check,estimateCertainty,mcq,clean,20,20,0,0,0,0
estimate-check,correctDifference,numeric,clean,20,20,0,0,0,0
zero-pattern,beyondOrder,numeric,clean,20,20,0,0,0,0
tens-problems,badTicketClaim,mcq,clean,20,20,0,0,0,0
tens-problems,packsKeep,numeric,clean,20,20,0,0,0,0
pictograph,keyPurpose,mcq,clean,20,20,0,0,0,0
pictograph,halfStory,numeric,clean,20,20,0,0,0,0
line-plot,totalCount,numeric,clean,20,20,0,0,0,0
line-plot,halfMarks,numeric,clean,20,20,0,0,0,0
line-plot,fractionMode,mcq,clean,20,20,0,0,0,0
line-plot,fractionTotal,numeric,clean,20,20,0,0,0,0
line-plot,atOrAbove,numeric,clean,20,20,0,0,0,0
line-plot,ddDotTotal,numeric,clean,20,20,0,0,0,0
line-plot,ddDotDataSet,mcq,clean,20,20,0,0,0,0
line-plot,ddDotMissingValue,mcq,clean,20,20,0,0,0,0
line-plot,ddDotMoreThan,numeric,clean,20,20,0,0,0,0
line-plot,ddShapeClusterCount,numeric,clean,20,20,0,0,0,0
area-multiply,turned,mcq,clean,20,20,0,0,0,0
area-multiply,coverChoice,mcq,clean,20,20,0,0,0,0
area-distributive,preserveReason,mcq,clean,20,20,0,0,0,0
mult-meaning,whichOperation,mcq,clean,20,20,0,0,0,0
mult-meaning,sheetsMinus,numeric,clean,20,20,0,0,0,0
times-2,twiceDaily,mcq,clean,20,20,0,0,0,0
commutativity,flipSolve,numeric,clean,20,20,0,0,0,0
commutativity,packsPlus,numeric,clean,20,20,0,0,0,0
distributive,missingPiece,mcq,clean,20,20,0,0,0,0
distributive,variableEquivalent,mcq,clean,20,20,0,0,0,0
distributive,variableBoth,numeric,clean,20,20,0,0,0,0
distributive,variableError,numeric,clean,20,20,0,0,0,0
distributive,factorError,mcq,clean,20,20,0,0,0,0
op-choice,equalGroupsFact,mcq,clean,20,20,0,0,0,0
op-choice,splitFact,mcq,clean,20,20,0,0,0,0
addition-patterns,parityPredict,mcq,clean,20,20,0,0,0,0
addition-patterns,additionTableWalk,numeric,clean,20,20,0,0,0,0
mult-patterns,rowSubset,mcq,clean,20,20,0,0,0,0
g7-read-scale,scaleMeaning,mcq,clean,20,20,0,0,0,0
g7-read-scale,scaleCompare,numeric,clean,20,20,0,0,0,0
g7-scaled-area,areaError,geometricConstraintLab,clean,20,20,0,0,0,0
g7-circumference,circFormulaWhy,mcq,clean,20,20,0,0,0,0
g7-circle-area,circleUseCase,mcq,clean,20,20,0,0,0,0
g7-vertical-angles,whyVertical,geometricConstraintLab,clean,20,20,0,0,0,0
g7-triangle-inequality,ruleApplied,mcq,clean,20,20,0,0,0,0
g7-triangle-inequality,upperBoundary,numeric,clean,20,20,0,0,0,0
g7-triangle-inequality,frameCheck,triangleClosureLab,clean,20,20,0,0,0,0
pr-unit-rate-g7,rrCostFromRate,numeric,clean,20,20,0,0,0,0
pr-unit-rate-g7,rrSpeed,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-unit-rate-g7,rrDistanceFromRate,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-unit-rate-g7,rrCompareRates,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-unit-rate-g7,rrBestBuyThree,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-unit-rate-g7,rrPredictOutput,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-unit-rate-g7,rrSteadyAssumption,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-unit-rate-g7,rrCheaperStore,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-unit-rate-g7,rrRateDiscount,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-test-proportional-g7,proportionalFraction,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-test-proportional-g7,nonProportional,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-test-proportional-g7,proportionalChallenge,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-constant-k-g7,constantWhole,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-constant-k-g7,constantFraction,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-constant-k-g7,constantApply,proportionalReasoningLab,clean,20,20,0,0,0,0
pr-constant-k-g7,rrEquivalentWhich,mcq,clean,20,20,0,0,0,0
pr-constant-k-g7,rrNotEquivalent,mcq,clean,20,20,0,0,0,0
pr-constant-k-g7,rrWrongRow,mcq,clean,20,20,0,0,0,0
pr-constant-k-g7,rrSameRelationship,mcq,clean,20,20,0,0,0,0
pr-price-adjust-g7,priceMarkup,percentChangeLab,clean,20,20,0,0,0,0
pr-price-adjust-g7,priceMarkdown,percentChangeLab,clean,20,20,0,0,0,0
g7-signed-addition,sameChallenge,numeric,clean,20,20,0,0,0,0
g7-signed-addition,diffNeg,numeric,clean,20,20,0,0,0,0
g7-signed-addition,mixedChallenge,numeric,clean,20,20,0,0,0,0
g7-signed-multiply-divide,mulSame,numeric,clean,20,20,0,0,0,0
g7-signed-multiply-divide,mulSameLarge,numeric,clean,20,20,0,0,0,0
g7-signed-multiply-divide,tripleOdd,numeric,clean,20,20,0,0,0,0
g7-signed-multiply-divide,divDiffLarge,numeric,clean,20,20,0,0,0,0
g7-signed-multiply-divide,mixedDivDiff,numeric,clean,20,20,0,0,0,0
g7-signed-multiply-divide,mixedTripleOdd,numeric,clean,20,20,0,0,0,0
g7-signed-decimal-add,default,numeric,clean,20,20,0,0,0,0
g7-mixed-rational,fracProduct,exactNumberLab,clean,20,20,0,0,0,0
g7-mixed-rational,account,exactNumberLab,clean,20,20,0,0,0,0
g7-mixed-rational,hiker,exactNumberLab,clean,20,20,0,0,0,0
g7-tse-expression-build,tseMixedMinus,buildExpression,clean,20,20,0,0,0,0
g7-tse-evaluate-distribution,tseEvalDist,numeric,clean,20,20,0,0,0,0
g7-tse-inequality-build,tseIneqPosA,buildExpression,clean,20,20,0,0,0,0
g7-tse-inequality-build,tseIneqPosD,buildExpression,clean,20,20,0,0,0,0
g7-tse-inequality-build,tseIneqNegA,buildExpression,clean,20,20,0,0,0,0
g7-tse-inequality-build,tseIneqNegC,buildExpression,clean,20,20,0,0,0,0
g7-tse-inequality-build,tseIneqNegD,buildExpression,clean,20,20,0,0,0,0
g7-tse-inequality-build,tseIneqRealNegA,buildExpression,clean,20,20,0,0,0,0
g7-tse-inequality-build,tseIneqRealNegB,buildExpression,clean,20,20,0,0,0,0
g7-tse-inequality-build,tseIneqShipping,buildExpression,clean,20,20,0,0,0,0
g7-tse-inequality-build,testPoint,mcq,clean,20,20,0,0,0,0
g7-sp-sample-estimate,spEstimateFactory,numeric,clean,20,20,0,0,0,0
g7-sp-sample-estimate,spEstimateEvent,numeric,clean,20,20,0,0,0,0
g7-sp-sample-reliability,spReliabilitySchool,mcq,clean,20,20,0,0,0,0
g7-sp-sample-reliability,spReliabilityCommute,mcq,clean,20,20,0,0,0,0
g7-sp-sample-reliability,spReliabilityCluster,mcq,clean,20,20,0,0,0,0
g7-sp-gap-units,spGapForwardA,distributionCompareLab,clean,20,20,0,0,0,0
g7-sp-gap-units,spGapForwardB,distributionCompareLab,clean,20,20,0,0,0,0
g7-sp-gap-units,spGapReverse,distributionCompareLab,clean,20,20,0,0,0,0
g7-sp-gap-units,spGapChallenge,distributionCompareLab,clean,20,20,0,0,0,0
g7-sp-gap-units,spGapOverlapA,distributionCompareLab,clean,20,20,0,0,0,0
g7-sp-gap-units,spGapOverlapB,distributionCompareLab,clean,20,20,0,0,0,0
g7-sp-gap-units,spGapRealA,distributionCompareLab,clean,20,20,0,0,0,0
g7-sp-gap-units,spGapRealB,distributionCompareLab,clean,20,20,0,0,0,0
g7-sp-overlap-interpret,spCompareLarge,distributionCompareLab,clean,20,20,0,0,0,0
g7-sp-counting-principle,spCountOutfitsReal,compoundEventLab,clean,20,20,0,0,0,0
g7-complementary,angleSort,dragBucket,clean,20,20,0,0,0,0
g7-complementary,noAngleComplement,mcq,clean,20,20,0,0,0,0
g8-esn-place-value,esnPlaceMcq,placeValueTransformLab,clean,20,20,0,0,0,0
g8-esn-compare,esnCompareDifferent,mcq,clean,20,20,0,0,0,0
g8-esn-compare,esnCompareSame,mcq,clean,20,20,0,0,0,0
g8-rns-decimal-classify,rnsChooseTerminate,quotientReasoningLab,clean,20,20,0,0,0,0
g8-rns-decimal-classify,rnsChooseRepeat,quotientReasoningLab,clean,20,20,0,0,0,0
g8-rns-decimal-classify,rnsSortFractions,dragBucket,clean,20,20,0,0,0,0
g8-rns-root-classify,rnsRootPickRational,exactNumberLab,clean,20,20,0,0,0,0
g8-rns-root-classify,rnsRootClassifyIrrational,exactNumberLab,clean,20,20,0,0,0,0
g8-rns-root-classify,rnsRootClassifyPerfect,exactNumberLab,clean,20,20,0,0,0,0
g8-rns-root-classify,rnsRootAllIrrational,exactNumberLab,clean,20,20,0,0,0,0
g8-rns-root-classify,rnsClassifyMixed,dragBucket,clean,20,20,0,0,0,0
g8-rns-root-classify,rnsClassifyPerfect,mcq,clean,20,20,0,0,0,0
g8-rns-root-classify,rnsClassifyPickRational,mcq,clean,20,20,0,0,0,0
g8-rns-density,rnsDensityBetweenAny,exactNumberLab,clean,20,20,0,0,0,0
g8-rns-root-estimate,rnsBoundsB,numeric,clean,20,20,0,0,0,0
g8-rns-root-estimate,rnsCloserInteger,mcq,clean,20,20,0,0,0,0
g8-rns-root-estimate,rnsBoundsChallenge,numeric,clean,20,20,0,0,0,0
g8-rns-compare-estimate,rnsRootTimesItself,mcq,clean,20,20,0,0,0,0
g8-tm-triangle-exterior,tmExteriorRemote,numeric,clean,20,20,0,0,0,0
g8-tm-triangle-exterior,tmExteriorThird,numeric,clean,20,20,0,0,0,0
g8-tm-rigid-motion,tmTranslateY,numeric,clean,20,20,0,0,0,0
g8-tm-rigid-motion,tmTranslateRule,mcq,clean,20,20,0,0,0,0
g8-tm-rigid-motion,tmReflectAxis,mcq,clean,20,20,0,0,0,0
g8-tm-rigid-motion,tmRotatePoint,mcq,clean,20,20,0,0,0,0
g8-tm-angle-angle,tmAAThird,geometricConstraintLab,clean,20,20,0,0,0,0
g8-tm-angle-angle,tmAASimilar,geometricConstraintLab,clean,20,20,0,0,0,0
g8-tm-angle-angle,tmAANotSimilar,geometricConstraintLab,clean,20,20,0,0,0,0
g8-tm-pythagorean-converse,tmConverseRight,mcq,clean,20,20,0,0,0,0
g8-tm-pythagorean-converse,tmDistanceOffset,numeric,clean,20,20,0,0,0,0
g8-tm-pythagorean-converse,tmConverseSort,dragBucket,clean,20,20,0,0,0,0
g8-bv-scatter-basics,bvScatterPair,mcq,clean,20,20,0,0,0,0
g8-bv-scatter-basics,bvScatterCount,mcq,clean,20,20,0,0,0,0
g8-bv-fit-idea,bvFitPurpose,mcq,clean,20,20,0,0,0,0
g8-bv-interpret,bvInterpretInterceptA,mcq,clean,20,20,0,0,0,0
g8-bv-interpret,bvInterpretSlope,mcq,clean,20,20,0,0,0,0
g8-bv-interpret,bvInterpretInterceptB,mcq,clean,20,20,0,0,0,0
g8-bv-interpret,bvInterpretSort,dragBucket,clean,20,20,0,0,0,0
g8-bv-prediction-limits,bvLimitExtrapolate,mcq,clean,20,20,0,0,0,0
g8-bv-prediction-limits,bvLimitTrust,mcq,clean,20,20,0,0,0,0
g8-bv-prediction-limits,bvLimitWhy,mcq,clean,20,20,0,0,0,0
g8-bv-prediction-limits,bvLimitSort,dragBucket,clean,20,20,0,0,0,0
g8-bv-relative-frequency,bvRelGroup,conditionalTableLab,clean,20,20,0,0,0,0
g8-bv-relative-frequency,bvRelAllB,conditionalTableLab,clean,20,20,0,0,0,0
g8-bv-categorical-association,bvCatAssociation,mcq,clean,20,20,0,0,0,0
g8-bv-categorical-association,bvCatConclusion,mcq,clean,20,20,0,0,0,0
g8-tm-cylinder-volume,tmCylinderB,numeric,clean,20,20,0,0,0,0
g8-tm-cylinder-volume,tmCylinderBase,mcq,clean,20,20,0,0,0,0
g8-tm-sphere-volume,tmSphereUnit,mcq,clean,20,20,0,0,0,0
g8-les-isolate-variable,lesIsolateWhy,mcq,clean,20,20,0,0,0,0
g8-les-isolate-variable,lesIsolateB,numeric,clean,20,20,0,0,0,0
g8-les-isolate-variable,lesIsolateC,numeric,clean,20,20,0,0,0,0
g8-les-distribute-solve,lesExpand,mcq,clean,20,20,0,0,0,0
g8-les-distribute-solve,lesDistributeCombine,numeric,clean,20,20,0,0,0,0
g8-les-distribute-solve,lesDistributeBoth,numeric,clean,20,20,0,0,0,0
g8-les-solution-count,lesNoDirect,equationOutcomeLab,clean,20,20,0,0,0,0
g8-les-solution-count,lesNoChoose,mcq,clean,20,20,0,0,0,0
g8-les-solution-count,lesNoDistribute,equationOutcomeLab,clean,20,20,0,0,0,0
g8-les-solution-count,lesNoBlank,mcq,clean,20,20,0,0,0,0
g8-les-solution-count,lesInfiniteDirect,equationOutcomeLab,clean,20,20,0,0,0,0
g8-les-solution-count,lesInfiniteChoose,mcq,clean,20,20,0,0,0,0
g8-les-solution-count,lesInfiniteMeaning,mcq,clean,20,20,0,0,0,0
g8-les-solution-count,lesInfiniteBlank,mcq,clean,20,20,0,0,0,0
g8-les-solution-count,lesClassifyOne,mcq,clean,20,20,0,0,0,0
g8-les-solution-count,lesClassifyDistributed,mcq,clean,20,20,0,0,0,0
g8-les-solution-count,lesClassifyChallenge,mcq,clean,20,20,0,0,0,0
g8-les-system-meaning,lesPointFailsSecond,mcq,clean,20,20,0,0,0,0
g8-les-system-meaning,lesPointSolveA,mcq,clean,20,20,0,0,0,0
g8-les-system-meaning,lesIntersectionMeaning,mcq,clean,20,20,0,0,0,0
g8-les-system-meaning,lesPointSolveChallenge,mcq,clean,20,20,0,0,0,0
g8-les-system-graphing,lesGraphXSigned,numeric,clean,20,20,0,0,0,0
g8-les-system-graphing,lesGraphYChallenge,numeric,clean,20,20,0,0,0,0
g8-les-system-count,lesCountParallelInt,mcq,clean,20,20,0,0,0,0
g8-les-system-count,lesCountParallelSigned,mcq,clean,20,20,0,0,0,0
g8-les-system-count,lesCountParallelFraction,mcq,clean,20,20,0,0,0,0
g8-les-substitution-method,lesSubstituteAffine,numeric,clean,20,20,0,0,0,0
g8-les-system-verify,lesVerifyPoint,affineRelationshipLab,clean,20,20,0,0,0,0
g8-fn-function-definition,fgFunctionSharedOutput,mcq,clean,20,20,0,0,0,0
g8-fn-function-definition,fgFunctionRepeatedInput,mcq,clean,20,20,0,0,0,0
g8-fn-function-definition,fgFunctionTableRepeated,mcq,clean,20,20,0,0,0,0
g8-fn-vertical-line,fgVltLine,mcq,clean,20,20,0,0,0,0
g8-fn-vertical-line,fgVltSideways,mcq,clean,20,20,0,0,0,0
g8-fn-vertical-line,fgVltUpright,mcq,clean,20,20,0,0,0,0
g8-fn-vertical-line,fgVltSort,dragBucket,clean,20,20,0,0,0,0
g8-fn-rate-of-change,fgRatePositive,numeric,clean,20,20,0,0,0,0
g8-fn-rate-of-change,fgRateNegative,numeric,clean,20,20,0,0,0,0
g8-fn-rate-of-change,fgRateContext,numeric,clean,20,20,0,0,0,0
g8-fn-constant-slope,fgSlopePoints,numeric,clean,20,20,0,0,0,0
g8-fn-constant-slope,fgSlopeFractionMcq,mcq,clean,20,20,0,0,0,0
g8-fn-constant-slope,fgSlopeSigned,numeric,clean,20,20,0,0,0,0
g8-fn-initial-value,fgInitialPointSlope,numeric,clean,20,20,0,0,0,0
g8-fn-initial-value,fgInitialEquation,mcq,clean,20,20,0,0,0,0
g8-fn-same-function-forms,fgFormsTableEquation,mcq,clean,20,20,0,0,0,0
g8-fn-same-function-forms,fgFormsOddOne,mcq,clean,20,20,0,0,0,0
g8-fn-compare-rates,fgCompareEquationTable,affineRelationshipLab,clean,20,20,0,0,0,0
g8-fn-compare-rates,fgCompareTables,affineRelationshipLab,clean,20,20,0,0,0,0
g8-fn-compare-rates,fgCompareInterceptTrap,affineRelationshipLab,clean,20,20,0,0,0,0
g8-fn-compare-rates,fgCompareThree,affineRelationshipLab,clean,20,20,0,0,0,0
g8-fn-compare-full,fgCompareRateStart,affineRelationshipLab,clean,20,20,0,0,0,0
g8-fn-compare-full,fgCompareSameRate,affineRelationshipLab,clean,20,20,0,0,0,0
g8-fn-compare-context,fgCompareLowerRate,affineRelationshipLab,clean,20,20,0,0,0,0
g8-fn-linear-nonlinear,fgLinearTableNonlinear,mcq,clean,20,20,0,0,0,0
g8-fn-linear-nonlinear,fgLinearTableLinear,mcq,clean,20,20,0,0,0,0
g8-fn-linear-nonlinear,fgLinearEquationNonlinear,mcq,clean,20,20,0,0,0,0
g8-fn-linear-nonlinear,fgLinearSort,dragBucket,clean,20,20,0,0,0,0
g8-fn-qualitative-graphs,fgQualSteeper,graphStoryLab,clean,20,20,0,0,0,0
g8-fn-qualitative-graphs,fgQualDirection,graphStoryLab,clean,20,20,0,0,0,0
g8-fn-graph-stories,fgStoryIncreasingGrowth,graphStoryLab,clean,20,20,0,0,0,0
g8-fn-graph-stories,fgStoryFastStopSlow,graphStoryLab,clean,20,20,0,0,0,0
g0-counting,countAddMcq,mcq,clean,20,20,0,0,0,0
g0-counting,countDecomposeMcq,mcq,clean,20,20,0,0,0,0
g0-counting,countMakeTenMcq,mcq,clean,20,20,0,0,0,0
g0-counting,countMoreFewerMcq,mcq,clean,20,20,0,0,0,0
g0-counting,countOrderDrag,dragOrder,clean,20,20,0,0,0,0
g0-counting,countReadMcq,mcq,clean,20,20,0,0,0,0
g0-counting,countSubtractMcq,mcq,clean,20,20,0,0,0,0
g0-shapes-sorting,shapeComposePairs,matchPairs,clean,20,20,0,0,0,0
g0-shapes-sorting,shapeSortTap,tapDiagram,clean,20,20,0,0,0,0
k0-count-100,kSeqNextMcq,mcq,clean,20,20,0,0,0,0
k0-count-100,kSeqMissingMcq,mcq,clean,20,20,0,0,0,0
k0-count-100,kDecadeNextMcq,mcq,clean,20,20,0,0,0,0
k0-count-100,kTensOrderDrag,dragOrder,clean,20,20,0,0,0,0
k0-count-100,kChartRowMcq,mcq,clean,20,20,0,0,0,0
k0-count-100,kSeqOrderDrag,dragOrder,clean,20,20,0,0,0,0
g1-data,GdTotalNumeric,numeric,clean,20,20,0,0,0,0
g1-data,GdCompareNumeric,numeric,clean,20,20,0,0,0,0
g1-data,GdMostMcq,mcq,clean,20,20,0,0,0,0
g1-data,GdLeastMcq,mcq,clean,20,20,0,0,0,0
g1-data,GdNotCategoryNumeric,numeric,clean,20,20,0,0,0,0
g1-data,GdInterpretMcq,mcq,clean,20,20,0,0,0,0
g1-add-subtract,BiggerFirstMcq,mcq,clean,20,20,0,0,0,0
g1-add-subtract,CompareMcq,mcq,clean,20,20,0,0,0,0
g1-add-subtract,CountingOnMcq,mcq,clean,20,20,0,0,0,0
g1-add-subtract,DifferenceMcq,mcq,clean,20,20,0,0,0,0
g1-add-subtract,EqualSignMcq,mcq,clean,20,20,0,0,0,0
g1-add-subtract,EqualSignNumeric,numeric,clean,20,20,0,0,0,0
g1-add-subtract,MakeTenFirstMcq,mcq,clean,20,20,0,0,0,0
g1-add-subtract,PartWholeMcq,mcq,clean,20,20,0,0,0,0
g1-add-subtract,ResultUnknownMcq,mcq,clean,20,20,0,0,0,0
g1-add-subtract,SubFactsMcq,mcq,clean,20,20,0,0,0,0
g1-add-subtract,TakeAwayMcq,mcq,clean,20,20,0,0,0,0
g1-counting-120,ChartFindMcq,mcq,clean,20,20,0,0,0,0
g1-counting-120,ChartRowsMcq,mcq,clean,20,20,0,0,0,0
g1-counting-120,CountPileMcq,mcq,clean,20,20,0,0,0,0
g1-counting-120,OneMoreLessNumeric,numeric,clean,20,20,0,0,0,0
g1-counting-120,OneMoreLessMcq,mcq,clean,20,20,0,0,0,0
g1-counting-120,SkipTenNumeric,numeric,clean,20,20,0,0,0,0
g1-counting-120,SkipTenMcq,mcq,clean,20,20,0,0,0,0
g1-counting-120,TensOnesMcq,mcq,clean,20,20,0,0,0,0
g1-tens-ones,TnoAddTensNumeric,numeric,clean,20,20,0,0,0,0
g1-tens-ones,TnoBlocksNumeric,numeric,clean,20,20,0,0,0,0
g2-add-subtract-100,Add2DigitMcq,mcq,clean,20,20,0,0,0,0
g2-add-subtract-100,AddOnesNumeric,numeric,clean,20,20,0,0,0,0
g2-add-subtract-100,AddOnesMcq,mcq,clean,20,20,0,0,0,0
g2-add-subtract-100,ChooseStepsMcq,mcq,clean,20,20,0,0,0,0
g2-add-subtract-100,OddEvenMcq,mcq,clean,20,20,0,0,0,0
g2-add-subtract-100,RegroupAddNumeric,numeric,clean,20,20,0,0,0,0
g2-add-subtract-100,Sub2DigitMcq,mcq,clean,20,20,0,0,0,0
g2-add-subtract-100,SubOnesMcq,mcq,clean,20,20,0,0,0,0
g2-add-subtract-100,SubTensMcq,mcq,clean,20,20,0,0,0,0
g2-add-subtract-100,TwoStepTradeNumeric,numeric,clean,20,20,0,0,0,0
g2-add-subtract-100,TwoStepTradeMcq,mcq,clean,20,20,0,0,0,0
g2-add-subtract-100,UnbundleSubMcq,mcq,clean,20,20,0,0,0,0
g2-measure-money-time,MmtLengthCompareMcq,mcq,clean,20,20,0,0,0,0
g2-measure-money-time,MmtLinePlotNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000AddByPlaceNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000AddTradeNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000BuildNumberNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000CountForwardNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000MixedNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000OrderMixedMcq,mcq,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000ReadWordsNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000RealworldNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000SubtractByPlaceNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000SubtractTradeNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000TradingNumeric,numeric,clean,20,20,0,0,0,0
g2-place-value-1000,Pv1000WriteWordsBuildExpression,buildExpression,clean,20,20,0,0,0,0
g2-shapes-shares,Ssg2CompareSharesMcq,mcq,clean,20,20,0,0,0,0
g3-div-fluency,DivZeroMcq,mcq,clean,20,20,0,0,0,0
g3-div-fluency,DivChooseMcq,mcq,clean,20,20,0,0,0,0
g4-fractions,faEquivalenceRecapNumeric,numeric,clean,20,20,0,0,0,0
g4-fractions,faEquivalenceRuleNumeric,numeric,clean,20,20,0,0,0,0
g4-fractions,faBenchmarkOrderMcq,mcq,clean,20,20,0,0,0,0
g4-fractions,faBenchmarkOrderRational,rationalCompare,clean,20,20,0,0,0,0
g4-fractions,faLikeDenomWordMcq,mcq,clean,20,20,0,0,0,0
g4-fractions,faImproperToMixedNumeric,numeric,clean,20,20,0,0,0,0
g4-fractions,faMixedAddSubMixed,mixedRegroup,clean,20,20,0,0,0,0
g4-fractions,faMixedAddSubNumeric,numeric,clean,20,20,0,0,0,0
g4-fractions,faWholeTimesFractionMcq,mcq,clean,20,20,0,0,0,0
g4-fractions,faWholeTimesFractionNumeric,numeric,clean,20,20,0,0,0,0
g4-fractions,faWholeTimesFractionWordNumeric,numeric,clean,20,20,0,0,0,0
g4-decimals,dTenthsFractionMcq,mcq,clean,20,20,0,0,0,0
g4-decimals,dReadDecimalMcq,mcq,clean,20,20,0,0,0,0
g4-decimals,dPlaceNameMcq,mcq,clean,20,20,0,0,0,0
g4-decimals,dDecimalToFractionMcq,mcq,clean,20,20,0,0,0,0
g4-decimals,dCompareRational,rationalCompare,clean,20,20,0,0,0,0
g4-decimals,dOrderDrag,dragOrder,clean,20,20,0,0,0,0
g4-lines-angles,laReadingFiguresNumeric,numeric,clean,20,20,0,0,0,0
g4-lines-angles,laQuadrilateralClassificationMcq,mcq,clean,20,20,0,0,0,0
g4-measure,mcPerimeterFormulaMcq,mcq,clean,20,20,0,0,0,0
g4-measure,mcProtractorReadingNumeric,numeric,clean,20,20,0,0,0,0
g4-measure,mcAngleClassificationMcq,mcq,clean,20,20,0,0,0,0
g4-measure,mcBenchmarkAnglesNumeric,numeric,clean,20,20,0,0,0,0
g4-measure,mcFractionMeasurementMcq,mcq,clean,20,20,0,0,0,0
g4-measure,mcLinePlotBuildNumeric,numeric,clean,20,20,0,0,0,0
g4-multiply,mbComparisonEquationsMcq,mcq,clean,20,20,0,0,0,0
g4-multiply,mbComparisonEquationsNumeric,numeric,clean,20,20,0,0,0,0
g4-multiply,mbAdditiveVsMultiplicativeMcq,mcq,clean,20,20,0,0,0,0
g4-multiply,mbFactorsMcq,mcq,clean,20,20,0,0,0,0
g4-multiply,mbMultiplesMcq,mcq,clean,20,20,0,0,0,0
g4-multiply,mbMultiplyTensMcq,mcq,clean,20,20,0,0,0,0
g4-multiply,mbAreaModel1DigitMcq,mcq,clean,20,20,0,0,0,0
g4-multiply,mbAreaModel2DigitMcq,mcq,clean,20,20,0,0,0,0
g4-multiply,mbAreaModel2DigitNumeric,numeric,clean,20,20,0,0,0,0
g4-multiply,mbRemaindersMcq,mcq,clean,20,20,0,0,0,0
g4-multiply,mbRemaindersNumeric,numeric,clean,20,20,0,0,0,0
g4-multiply,mbDivideBigNumeric,numeric,clean,20,20,0,0,0,0
g4-multiply,mbInterpretRemaindersMcq,mcq,clean,20,20,0,0,0,0
g4-multiply,mbInterpretRemaindersNumeric,numeric,clean,20,20,0,0,0,0
g4-multiply,mbPatternsMcq,mcq,clean,20,20,0,0,0,0
g4-multiply,mbMultiStepNumeric,numeric,clean,20,20,0,0,0,0
g4-place-million,pvPlaceLadderMcq,mcq,clean,20,20,0,0,0,0
g4-place-million,pvPlaceLadderNumeric,numeric,clean,20,20,0,0,0,0
g4-place-million,pvTenTimesNumeric,numeric,clean,20,20,0,0,0,0
g4-place-million,pvPlaceNamesNumeric,numeric,clean,20,20,0,0,0,0
g4-place-million,pvNumberFormsMcq,mcq,clean,20,20,0,0,0,0
g4-place-million,pvNumberFormsNumeric,numeric,clean,20,20,0,0,0,0
g4-place-million,pvReadingBigNumeric,numeric,clean,20,20,0,0,0,0
g4-place-million,pvFrontEndNumeric,numeric,clean,20,20,0,0,0,0
g4-place-million,pvAddColumn,columnCalc,clean,20,20,0,0,0,0
g4-place-million,pvAddNumeric,numeric,clean,20,20,0,0,0,0
g4-place-million,pvSubtractColumn,columnCalc,clean,20,20,0,0,0,0
g4-place-million,pvSubtractNumeric,numeric,clean,20,20,0,0,0,0
g4-place-million,pvAcrossZerosColumn,columnCalc,clean,20,20,0,0,0,0
g4-place-million,pvAcrossZerosNumeric,numeric,clean,20,20,0,0,0,0
g4-place-million,pvCompareBigMcq,mcq,clean,20,20,0,0,0,0
g4-place-million,pvCompareBigNumeric,numeric,clean,20,20,0,0,0,0
